"Fish_Type,Pond_Size,Feed_Cost,Labor_Cost,Temperature,Rainfall,Season,Market_Price_per_kg,Yield_kg,Total_Cost,Revenue,Profit"
"1,4.550083888316473,47900,10738,32.308981365148796,204.99214121854104,2,138,940,58638,129720,71082"
"2,4.432505349031318,29363,9232,26.06852984606026,224.54960766912495,1,229,2360,38595,540440,501845"
"2,3.1883589597663873,29033,19234,27.265166394372628,103.72913284667979,1,212,2140,48267,453680,405413"
"1,3.20232587195144,20805,10793,20.200515248890934,60.49101836090857,2,233,2029,31598,472757,441159"
"1,3.49266503545815,45851,9523,26.146088546644087,140.9113397298624,0,145,2867,55374,415715,360341"
"2,1.2891707538055233,36832,10571,29.71661349425513,74.64855756048412,2,149,1594,47403,237506,190103"
"2,4.614853756662319,23944,19947,20.232624959398883,79.11946241833427,1,205,1067,43891,218735,174844"
"2,2.384467362014329,29873,14010,24.213229477793657,113.56530786121614,2,245,735,43883,180075,136192"
"0,2.2241233771227384,33928,15380,23.11934538934085,123.86698115668983,0,171,1804,49308,308484,259176"
"1,2.835129673772769,25379,14298,20.629781433643824,182.49258525535515,2,173,1685,39677,291505,251828"
"2,0.7113468504877477,46751,7224,27.188901348718062,219.59797137575327,1,116,1532,53975,177712,123737"
"1,1.2482751594023573,44546,13389,22.725849398422348,198.1927352175462,1,169,2607,57935,440583,382648"
"0,3.821151273918667,34286,15863,31.146223094470702,87.0900843223792,2,249,2340,50149,582660,532511"
"0,0.8725940056630691,15110,11091,32.71891825645022,93.02150811315661,0,105,724,26201,76020,49819"
"2,3.214184492598747,22087,16684,28.183777740037215,269.6923124482286,2,125,2342,38771,292750,253979"
"0,1.6040709935659443,33762,15640,34.72561013781712,189.58807876602842,0,239,1081,49402,258359,208957"
"1,2.2518302631888947,27081,13662,26.75717857205893,267.48445822442227,0,198,668,40743,132264,91521"
"2,1.7991218154681494,44947,11361,27.700523153373734,142.88662782996857,2,241,1965,56308,473565,417257"
"1,2.100527224092271,19596,6948,34.838266309366254,203.60000185783096,0,121,513,26544,62073,35529"
"1,3.7357065733291046,48019,18216,23.473226539475732,180.91585401365268,1,150,2711,66235,406650,340415"
"0,1.8370477203042876,28313,17091,34.13818909515358,129.78087245511563,2,203,1943,45404,394429,349025"
"0,3.048820881336037,11013,15202,20.6425633267867,167.47884300839883,0,188,2370,26215,445560,419345"
"0,2.6422268098959485,33705,16992,26.695803353947923,175.622719206733,1,240,2043,50697,490320,439623"
"0,3.4865202441319165,11828,19967,21.050052681995986,100.19274368916965,2,237,2189,31795,518793,486998"
"0,4.715733826961411,17909,12094,30.938521143704644,128.75259309418288,1,108,2071,30003,223668,193665"
"2,3.796574437446126,48356,18193,29.126134038200266,247.8524376267439,1,178,1551,66549,276078,209529"
"1,1.4672317036584055,23109,11318,30.599513952013947,278.94705986353176,1,151,2231,34427,336881,302454"
"1,0.6403241077757811,12023,17310,25.617205999520255,139.94852338632487,0,229,945,29333,216405,187072"
"1,1.680188199349213,24537,8796,25.542229010470706,126.74307055225455,2,112,1215,33333,136080,102747"
"1,3.1778506881511466,36661,17180,20.67978918441342,98.79929114297063,2,150,1318,53841,197700,143859"
"0,0.7314161606791265,48659,5234,25.249174092944596,219.6227921626453,0,133,2651,53893,352583,298690"
"1,2.7336481124055636,43848,18412,33.93932603393089,130.77492541658432,2,134,925,62260,123950,61690"
"2,3.1857928201260015,47804,14120,25.688398057706735,296.9373847747971,1,230,1624,61924,373520,311596"
"2,2.004097508676324,25379,8607,32.47051559332955,131.4212005159883,2,219,2064,33986,452016,418030"
"1,3.9691049168561987,37766,13043,32.63488257124901,148.53401169565706,0,169,1349,50809,227981,177172"
"1,0.9796921391019731,12563,5522,25.598617345688506,200.83354905300868,1,246,2045,18085,503070,484985"
"2,0.8381200178111394,46060,10904,29.479830205942836,250.42107329782624,0,166,1629,56964,270414,213450"
"2,3.776849402916215,39197,16715,21.43057403409588,167.37966633640843,1,202,2202,55912,444804,388892"
"0,2.729710922927893,13586,17718,21.555178711014147,155.66400844723958,1,172,2501,31304,430172,398868"
"2,3.597810783924812,26087,9888,20.7298649549257,298.9094583987021,2,215,776,35975,166840,130865"
"0,2.456723023716858,33225,14821,28.71522640062664,52.62341028498611,1,232,2306,48046,534992,486946"
"0,1.6088091495759806,39750,10832,26.391064664391457,273.7663222128115,0,166,2735,50582,454010,403428"
"0,4.185960429533899,16643,17820,28.220485349963603,87.28520648493435,2,238,2439,34463,580482,546019"
"0,4.097371455360406,37523,12122,27.816097857625817,246.48131905222834,0,220,2652,49645,583440,533795"
"0,3.6261341188449205,46727,10842,25.253044866360952,204.4828899615745,1,193,1045,57569,201685,144116"
"1,1.724653117534832,21005,18963,30.162101222352092,135.46182137452303,0,228,2927,39968,667356,627388"
"2,3.156038000910892,10161,6316,31.37752821374586,268.4687388802546,0,190,609,16477,115710,99233"
"0,2.1243825362301205,26029,16049,20.219423883165135,53.226806995248,1,191,1044,42078,199404,157326"
"2,0.9121193299698537,24226,18200,23.108634496533174,106.67266301873092,2,162,2901,42426,469962,427536"
"2,4.627911089580093,38731,6124,30.69853802125005,191.723199062384,0,128,1242,44855,158976,114121"
"0,1.1156838391353263,13390,10621,25.799302589507512,137.8855650124245,1,111,2864,24011,317904,293893"
"1,4.776068092193611,15997,10423,29.937259204124125,202.5943738295819,2,176,1789,26420,314864,288444"
"0,2.507025978310801,22693,7587,25.20443989601838,56.027548352166704,2,140,2375,30280,332500,302220"
"1,1.3330981797737884,10541,14215,25.861327284944558,79.11473262042813,2,229,1588,24756,363652,338896"
"2,2.9385542632026116,31817,10672,22.380183105345274,81.7740600546098,0,136,832,42489,113152,70663"
"1,4.428256261443837,47861,6378,23.8734652949924,97.32091147900236,0,123,2036,54239,250428,196189"
"1,3.7950119888430254,23428,8374,29.08117636261381,164.8328602001357,0,198,1656,31802,327888,296086"
"1,4.129525165376524,20258,6519,26.497446669727495,238.0321748858928,2,249,1091,26777,271659,244882"
"2,3.464525150198228,26044,10777,31.61454024416893,276.3847094822253,0,199,1282,36821,255118,218297"
"2,3.615244540330336,39411,12935,32.78877432407514,258.8431325710615,1,238,1039,52346,247282,194936"
"1,4.321380432043936,15469,11093,28.1246962732514,99.2219679439209,0,157,2058,26562,323106,296544"
"1,1.6235060398663368,38854,13418,31.37400938084089,160.2876380576581,0,128,2019,52272,258432,206160"
"0,2.702412336394132,16256,10355,24.60356769791855,99.85289943963375,2,242,1118,26611,270556,243945"
"1,1.49544248818821,20720,9968,26.22456823100117,116.11795416679769,0,159,2333,30688,370947,340259"
"0,4.944506035984912,43937,14083,30.691665143252465,175.88674537797152,1,194,1491,58020,289254,231234"
"1,4.74826702858976,43598,10574,25.79317989225546,67.02725618088064,2,141,2646,54172,373086,318914"
"0,0.6774206511582765,11651,9072,28.827574027384834,104.5435823983183,1,142,2864,20723,406688,385965"
"2,3.675088276320598,29194,18324,22.78059168623767,283.84454032677934,2,173,2670,47518,461910,414392"
"1,4.663617428370496,35051,7257,28.996569724557467,166.52907316462225,2,163,2116,42308,344908,302600"
"1,1.3125890530730009,37386,15980,32.922705608403405,161.34663149446806,0,101,2018,53366,203818,150452"
"1,3.0557535374868325,19518,13588,33.029594597351384,53.64178868781973,1,165,1021,33106,168465,135359"
"1,4.619697339146188,26184,18411,30.865166094943095,111.84993676458645,2,130,1416,44595,184080,139485"
"0,0.6527569036360947,43787,15270,31.18630068614189,266.57310899554534,0,214,1216,59057,260224,201167"
"1,3.6383912026107796,31621,17936,28.36891167726051,91.15710706466719,2,125,2862,49557,357750,308193"
"2,1.8380705331764784,20028,9424,28.770021352487372,153.78123488368027,2,128,2436,29452,311808,282356"
"2,4.6597828791943865,22448,8237,22.00475872115777,53.582726466750316,2,177,1059,30685,187443,156758"
"1,4.869762103244155,44051,18770,26.657887826319516,169.58387041763896,2,124,1468,62821,182032,119211"
"2,4.749199201010453,40447,8893,26.76164425829546,55.25527668155429,2,147,2903,49340,426741,377401"
"1,2.633963974958587,28394,18239,34.3774675350161,254.90238826644998,2,164,1577,46633,258628,211995"
"1,4.379191929451911,44501,7005,26.46630293934934,256.2134418717759,0,166,1389,51506,230574,179068"
"2,4.300472293407816,40254,7016,28.240139673541364,246.93554707559247,2,189,1292,47270,244188,196918"
"1,1.9359521295946505,28509,16363,27.99877098918654,120.84101722277956,1,245,2812,44872,688940,644068"
"2,4.230119633678048,24472,15860,29.55142575566491,259.30930455545456,0,236,1481,40332,349516,309184"
"0,0.6665343562197168,13471,15070,31.22349246997844,185.74953315131734,1,137,1301,28541,178237,149696"
"1,3.1832144531692386,40268,14388,23.37562814256308,143.4520272167506,2,186,542,54656,100812,46156"
"0,1.5350397677946637,18329,6772,27.930866286476537,206.33248992605826,1,248,2109,25101,523032,497931"
"2,1.0425509859977546,44865,13353,32.38876560974046,53.0852615150935,2,164,2277,58218,373428,315210"
"0,0.8462894073314412,38272,8976,26.946720707562672,85.74021940018804,2,248,849,47248,210552,163304"
"0,3.633299491451629,16397,6751,24.176863195603595,235.5733845425657,0,126,2067,23148,260442,237294"
"2,2.0294373369562977,42373,13967,29.820636130344486,111.04040217903825,0,205,1629,56340,333945,277605"
"0,3.7614504718794266,45525,12430,32.356510936986844,199.5022793321874,2,222,2548,57955,565656,507701"
"0,0.7941035335952407,34570,19115,20.94710439391087,146.2756507057574,0,143,2280,53685,326040,272355"
"2,1.9188065202377464,28284,19609,31.651857251108407,263.7014446998154,1,199,1083,47893,215517,167624"
"0,2.9277108156890175,28994,12170,32.32471899442657,288.1038264991609,0,127,931,41164,118237,77073"
"2,4.058254241775336,33284,18339,26.9228439138291,270.89118209254764,0,116,2432,51623,282112,230489"
"0,1.9343862631943147,27833,11469,34.74958485227701,117.65499867339916,1,226,2600,39302,587600,548298"
"2,3.316511193966541,35122,14131,31.800625110609637,98.54071726152057,0,222,1848,49253,410256,361003"
"2,4.486899867062842,15017,8220,31.604938473434984,168.60872340518375,2,230,2694,23237,619620,596383"
"0,3.2713843468203705,26370,5539,31.21757861618108,51.83353770904507,1,175,2530,31909,442750,410841"
"0,1.548317636391352,39252,19823,22.25912154827411,56.45234821579543,2,145,1689,59075,244905,185830"
"0,0.6098035170044211,17999,18109,23.258463296795163,188.32265990575002,1,168,1662,36108,279216,243108"
"1,4.415444932554184,32436,6461,26.959851971966376,180.1123510413215,2,236,798,38897,188328,149431"
"1,0.5957123488267422,12096,10184,23.960065249391988,298.645497258815,2,184,2439,22280,448776,426496"
"1,4.4361575270788975,35279,13547,26.228614585010607,100.46045884093952,0,110,1288,48826,141680,92854"
"2,2.8802171031224537,36201,16796,33.326961648843806,114.52598229011711,2,168,1349,52997,226632,173635"
"0,4.725804643308033,29715,16515,32.36490337818904,78.38516058157167,0,198,2725,46230,539550,493320"
"2,4.094524560981494,39309,5234,29.450598177199733,279.3857524134362,1,190,1877,44543,356630,312087"
"1,4.990703497400019,25078,19562,32.87180591376655,244.45281111461267,2,193,1677,44640,323661,279021"
"0,2.0782031695326957,15105,6548,31.75658583525874,255.58477786421187,2,214,2449,21653,524086,502433"
"2,3.952347300190071,39312,12480,26.434773977613357,275.6909469911272,1,130,1377,51792,179010,127218"
"0,2.3086891112415895,12839,15288,23.015977280749176,181.22499668145957,1,110,1638,28127,180180,152053"
"2,2.6594402913675896,13384,9213,27.71301560014009,162.79829786268093,2,186,2077,22597,386322,363725"
"0,3.323774584482665,23493,15293,31.04343323792825,132.59786841640414,1,220,2992,38786,658240,619454"
"1,4.431547013838524,27069,6673,26.546293980943894,197.30365358696386,0,229,2146,33742,491434,457692"
"1,4.928375611396828,17531,11708,30.00157864675846,163.56959919745563,1,204,2403,29239,490212,460973"
"0,3.957230362390332,47051,18355,21.414911394365653,162.8913966513938,1,126,1882,65406,237132,171726"
"2,2.379950519753002,17736,12982,31.220071045571054,284.23196593278476,2,101,644,30718,65044,34326"
"1,2.396106510246816,17710,7100,32.19070429839593,296.0078785697825,0,202,2822,24810,570044,545234"
"1,3.8191203571500116,11619,16849,30.60256783670812,249.12109733239518,1,200,1702,28468,340400,311932"
"1,1.5744971559573604,23975,17845,34.508953812895484,239.18952256173208,0,120,2361,41820,283320,241500"
"0,0.997133509091276,33252,16788,32.399780861909605,220.13954044477535,0,157,2354,50040,369578,319538"
"0,2.0957997093834946,25261,8748,33.546405918148075,91.51871308337843,0,232,2366,34009,548912,514903"
"2,1.7925754624433679,11431,8173,34.00356625186472,64.77645521891363,2,184,1598,19604,294032,274428"
"2,1.8333865420519553,19067,6815,32.02021987810713,222.68157877831578,1,192,1651,25882,316992,291110"
"2,1.5512348797245947,47481,8841,30.113882630097486,232.19655556414398,2,119,2234,56322,265846,209524"
"0,0.6894193533636285,37037,15197,20.085778720411838,61.74324777453495,1,160,1067,52234,170720,118486"
"0,0.5804327063003621,19557,13016,26.98738629834687,282.012937557212,1,137,2313,32573,316881,284308"
"2,4.944750753812142,19435,12011,28.567434479335414,72.78515986116939,2,247,1030,31446,254410,222964"
"2,2.4249791018113807,47766,9493,24.560454086719993,121.4751334428006,0,124,2706,57259,335544,278285"
"0,2.2294699122185673,10162,5674,24.771566703552082,218.09745319967612,0,229,2061,15836,471969,456133"
"2,3.5584127721188143,44742,13088,34.417391235652474,92.46814860111908,1,220,1180,57830,259600,201770"
"1,1.4821424953927886,29675,13578,33.37566297804119,63.85397211056111,2,125,2570,43253,321250,277997"
"0,4.774825327776014,18461,7158,32.737685082525566,132.78662229103745,0,166,1570,25619,260620,235001"
"2,4.038552564869985,27015,7661,26.090177025591657,241.49289371379476,0,100,1228,34676,122800,88124"
"0,0.9023495104051678,42591,7064,20.20547825613372,153.4196697463151,1,150,2229,49655,334350,284695"
"1,2.379113491032178,38047,17043,21.20333369683571,213.24323047698482,1,104,2691,55090,279864,224774"
"0,4.456032384029741,44782,8253,24.682945523264053,194.90477430703416,2,112,1167,53035,130704,77669"
"0,4.7512941003113465,19833,9979,20.236143694935155,55.5546205063951,1,246,2112,29812,519552,489740"
"0,2.6033068006244138,17896,12703,20.25724672872797,297.1349967614267,0,239,1180,30599,282020,251421"
"0,3.2603512514481845,42972,17828,33.74904952463616,60.35702220484694,0,147,1472,60800,216384,155584"
"1,1.2516527574143386,40508,17458,30.59237753178581,291.9506844121213,0,156,2632,57966,410592,352626"
"0,4.960258817616395,15347,19744,24.63433985102229,187.46604459109955,0,214,2963,35091,634082,598991"
"0,1.5425226562254952,40314,13931,21.989668664014296,290.78975676626663,2,134,1326,54245,177684,123439"
"2,4.742292983608065,12643,6401,27.674535768426157,78.68839985345886,2,175,796,19044,139300,120256"
"0,3.423409920465658,28681,8259,20.080192412815467,172.6021297963783,1,193,1753,36940,338329,301389"
"2,3.234815576954866,48328,15469,34.076206157872164,92.37602296651465,1,104,2925,63797,304200,240403"
"1,2.807098299574289,25892,17096,26.222226790834206,62.7437192556106,1,121,2968,42988,359128,316140"
"1,1.538014152729914,27073,8923,26.03502432855999,204.3822787655779,2,202,2652,35996,535704,499708"
"1,1.2943761440247872,46768,9214,25.858904113726734,101.94585524042286,0,230,2228,55982,512440,456458"
"1,1.4921879408157892,40682,8227,21.03992495581647,196.92425457188648,1,223,2524,48909,562852,513943"
"2,1.3389721796491454,42262,16023,29.574833596877397,78.0911204872464,0,152,829,58285,126008,67723"
"0,4.00813013105039,41358,16950,30.9950542944253,132.99661785817568,1,168,2986,58308,501648,443340"
"1,2.0755636662502854,24289,15704,30.141880963824356,245.4081395133118,1,203,1655,39993,335965,295972"
"0,0.7602920445352837,17927,15343,22.076532399940916,159.2628804605469,1,115,2390,33270,274850,241580"
"2,4.860961835633651,11171,16867,28.68260252053389,206.93635372433408,1,215,881,28038,189415,161377"
"2,4.477036482335416,21918,7745,28.542267262583806,211.8644851863865,1,175,2685,29663,469875,440212"
"2,4.674885274378458,49110,11091,33.02616181912073,260.9387609968234,0,208,1342,60201,279136,218935"
"1,4.977085201908959,21929,8866,25.686914875634706,131.23069860166032,1,138,2817,30795,388746,357951"
"0,1.2825286214876928,12539,16956,25.572289154891514,221.82389064562938,0,188,895,29495,168260,138765"
"0,2.2830890850619645,46727,18993,29.277905880772785,290.4039517615414,2,211,949,65720,200239,134519"
"0,3.912073140668411,32669,10818,29.496089802492698,232.560833589467,1,146,1854,43487,270684,227197"
"2,3.632092781242065,15432,7222,27.039278409886855,172.46761917943613,0,236,2486,22654,586696,564042"
"1,1.1925315785293478,30644,7792,26.645890434956314,207.6793611229823,2,227,1808,38436,410416,371980"
"2,4.17124906245778,28745,14889,27.41221505956824,234.92072444077704,2,176,1797,43634,316272,272638"
"2,1.509982573264973,38228,18732,32.91567949254968,203.06894142346812,2,114,2567,56960,292638,235678"
"0,1.5071792667018038,44521,16654,26.91750351880865,54.16895337245979,0,135,2786,61175,376110,314935"
"2,2.916384903020361,41703,9063,34.09897687954734,98.69337442180645,1,162,1793,50766,290466,239700"
"0,3.168229706787664,36928,19047,27.560056453944892,252.6170543038665,1,168,2965,55975,498120,442145"
"1,3.1103879352701505,28322,6524,34.23801039771337,118.16266182812117,0,173,2349,34846,406377,371531"
"0,0.9116907682898969,32360,17952,32.49247852803614,232.8905298902835,1,123,685,50312,84255,33943"
"1,4.448573881836712,39055,13224,25.436469839237436,143.03005381042468,0,148,1733,52279,256484,204205"
"0,1.6952001916491772,26376,11198,32.95462131944924,180.4710820394858,1,245,1937,37574,474565,436991"
"2,1.0828171457726188,16588,9025,21.650949263016727,66.99332495485092,2,106,752,25613,79712,54099"
"2,4.499366359410397,35000,7566,33.875707630145214,95.30639026242739,1,103,518,42566,53354,10788"
"1,4.80043174203389,16304,7803,29.474652726243374,289.2992408798086,0,189,1659,24107,313551,289444"
"1,4.379574277694528,17345,17088,20.815861227834667,272.5345133617285,0,159,722,34433,114798,80365"
"1,4.142822336261951,39300,8709,29.663850854762174,213.06877772476255,2,154,502,48009,77308,29299"
"0,3.4485889128755978,34259,11155,34.61371481217134,164.91114934643434,0,115,1759,45414,202285,156871"
"0,2.978858167741127,35470,18839,21.047009819219433,218.94032322380596,1,128,1353,54309,173184,118875"
"1,0.8914404196013457,33017,5719,28.320315646701296,204.65257227348476,1,113,1988,38736,224644,185908"
"2,2.338039458818144,25352,19890,31.216915246390585,192.13806390115303,2,178,727,45242,129406,84164"
"0,2.177098326555413,43365,11516,32.15387880049297,64.79426796588545,0,132,2177,54881,287364,232483"
"0,1.668892026921468,29446,9579,26.207411979811937,208.20065266537674,2,120,998,39025,119760,80735"
"0,3.755390511598632,12336,5972,23.062498387523647,242.23001114279208,1,244,2385,18308,581940,563632"
"1,2.7314408078544687,19879,8718,20.63513418158576,298.5204136613939,2,122,2515,28597,306830,278233"
"1,0.8647079715844157,42316,12395,28.695892356458373,52.76963814857742,0,156,1662,54711,259272,204561"
"1,1.490824408774151,43340,19958,26.79366605401416,232.54336332766917,2,241,1799,63298,433559,370261"
"1,3.574664436468182,17521,9402,34.23116592724566,192.9473289839951,0,192,2838,26923,544896,517973"
"1,0.8425888677063509,16171,9552,20.909073615723646,158.5130440202392,0,119,1576,25723,187544,161821"
"2,4.3304311132194595,33481,7207,30.280930151690086,81.89254364284272,1,118,1214,40688,143252,102564"
"2,2.7281593715628842,28474,9426,20.374493331800856,152.27128715871905,1,202,1447,37900,292294,254394"
"1,2.662639597969916,31008,11919,22.571512650658143,138.59429574653382,1,176,1369,42927,240944,198017"
"0,3.165835030967829,11633,17512,26.803684998842513,125.70747224468555,0,132,1570,29145,207240,178095"
"1,4.211064346663171,22485,16222,26.823086642043023,232.7199058305519,2,117,593,38707,69381,30674"
"2,2.0651414355598687,13648,16767,30.28550814400466,225.18138032106594,0,172,1059,30415,182148,151733"
"2,3.551072686515786,23140,18767,33.65319552301635,197.2550227452279,1,116,2275,41907,263900,221993"
"0,3.04579383798106,27921,16308,29.585482383723814,284.6662033233431,1,118,2760,44229,325680,281451"
"2,1.701627215762396,24357,16477,34.30302646777263,137.46359604521362,2,169,935,40834,158015,117181"
"1,4.453834938598211,13137,18370,33.224234598169964,110.9504844275449,1,219,1351,31507,295869,264362"
"0,4.088417097231177,10097,13835,28.767496932961855,213.97582827459988,1,200,704,23932,140800,116868"
"1,3.4630332559629147,21407,17903,32.50687926378241,99.70351523435073,1,133,2928,39310,389424,350114"
"1,4.327617780924088,40575,13386,29.63866415485451,128.75262679585614,2,183,1599,53961,292617,238656"
"0,4.402823904319111,22722,17188,21.178367463855906,106.15061001872121,0,173,576,39910,99648,59738"
"1,3.6876333952176568,22924,13680,31.10847084889265,67.2883919296253,1,187,1315,36604,245905,209301"
"2,4.266559977636524,13750,7204,21.423626619010193,256.87468540891837,2,184,1267,20954,233128,212174"
"1,3.6386215775117763,37733,15849,28.91124170854569,113.6351357304153,1,110,2957,53582,325270,271688"
"0,3.560633472921352,18535,10345,30.53960308787343,168.25687583575518,2,190,605,28880,114950,86070"
"0,3.2837512019683293,34487,19747,20.99791412316283,60.82881831357798,1,243,2635,54234,640305,586071"
"0,3.8872248780093854,40651,8276,23.461919808897974,224.83486656316077,2,226,2246,48927,507596,458669"
"1,1.2137229738188315,14666,6102,33.73508348392475,132.64025057657273,1,212,1965,20768,416580,395812"
"0,4.4639184163951775,26994,10243,29.244717383493445,236.18418195730248,0,179,744,37237,133176,95939"
"0,4.423295874853544,11727,11614,23.694290282157972,153.10076511696653,1,106,1905,23341,201930,178589"
"1,0.6316127736555162,44622,14433,30.3601965672201,98.93890160140614,2,115,1481,59055,170315,111260"
"2,4.216175377541433,20800,13707,28.951646299425345,178.29377057050897,1,115,2236,34507,257140,222633"
"1,1.0799144036305033,47823,18913,27.523635498769224,82.62613990935995,0,111,641,66736,71151,4415"
"0,2.0080348441661386,28708,10223,34.64280462482125,160.1347899682487,1,134,1392,38931,186528,147597"
"0,3.845787153312235,22819,13584,30.25180666111263,129.32636935512164,2,120,1891,36403,226920,190517"
"1,1.2234195322173869,19369,5630,25.63161664501869,277.98989604990834,2,116,2899,24999,336284,311285"
"2,4.18085160853578,19283,16908,32.00110148115302,65.23218043018,0,131,1044,36191,136764,100573"
"0,4.244603800809839,40573,15039,33.268749393817814,223.5043535264355,2,140,2699,55612,377860,322248"
"0,2.783604801923763,23171,15847,21.878308392752473,95.68779149685898,1,233,1969,39018,458777,419759"
"0,0.5287364227257512,40933,14171,23.008294667678996,129.76126858305997,1,126,1262,55104,159012,103908"
"1,1.7916715992871075,15774,17721,23.243405136916696,153.87851576551648,1,247,1123,33495,277381,243886"
"0,3.27617113269084,16519,16594,30.368177140798103,277.00377234374355,2,165,1155,33113,190575,157462"
"2,4.915337801123406,20983,17063,29.04559332579925,110.64456651845629,1,236,2997,38046,707292,669246"
"0,3.343160871575008,40932,11683,29.28487347047882,72.82720063616756,1,191,1747,52615,333677,281062"
"0,1.669116114788719,40798,5277,34.11159949534252,129.67240099763092,1,160,542,46075,86720,40645"
"2,3.353025663948251,28133,5232,31.63867299210959,76.16899263388333,0,102,2811,33365,286722,253357"
"0,2.92993420872135,24939,14744,21.919053867676748,82.14912149013813,2,202,1526,39683,308252,268569"
"1,4.009304278180146,10781,10690,25.212606236377717,193.4626494937567,2,154,2160,21471,332640,311169"
"1,0.9814128747213129,37624,18401,26.530904692636035,65.22548327487333,2,100,1791,56025,179100,123075"
"1,3.924625561259126,16823,12659,25.93942383121407,57.73272034839151,0,200,1095,29482,219000,189518"
"2,2.935699604042496,28489,16462,30.039629137428186,228.60352536762446,2,144,1512,44951,217728,172777"
"0,4.8334640173654755,49961,15601,33.37839654884844,140.41177371026112,0,125,2724,65562,340500,274938"
"1,2.0384247471740875,39118,16704,24.59077195284182,81.34383730846832,0,220,2610,55822,574200,518378"
"2,3.3467985191027667,44881,5025,28.278157046317784,113.40319271492706,2,241,1457,49906,351137,301231"
"0,4.694126474795079,26280,18705,31.841141328703785,210.52162683809976,1,145,1060,44985,153700,108715"
"2,0.9612937759580567,32263,19842,26.24327088268024,118.88414178521279,1,221,1830,52105,404430,352325"
"1,4.71752819256403,23565,12468,22.521771925989437,173.630281280102,2,130,1812,36033,235560,199527"
"1,3.59548575035366,30354,11410,27.124264478956224,80.42382668166807,2,158,2321,41764,366718,324954"
"1,0.8052667659732735,35643,13652,20.828337811145428,197.02340940136173,0,128,2050,49295,262400,213105"
"2,1.854336051260673,33648,8764,34.13575181003415,129.01942096081603,2,205,1349,42412,276545,234133"
"2,3.686774398903767,28658,11599,21.122318077924596,206.74210863217914,0,116,1778,40257,206248,165991"
"1,0.8030777066094726,31253,16623,26.57685072875867,252.09872057600572,2,241,2033,47876,489953,442077"
"2,3.11976707079323,36390,18379,27.948218916327892,202.9116048474981,1,123,2314,54769,284622,229853"
"1,2.0564737562883053,33128,10102,34.77955748430928,123.93689064875517,1,208,2241,43230,466128,422898"
"1,3.294119829953647,23489,12006,22.49032735464291,113.9359253870751,2,190,1105,35495,209950,174455"
"0,0.7058391521563079,48314,8483,21.716472779185377,131.85523968336202,0,124,1986,56797,246264,189467"
"2,4.421915627685693,42658,6994,20.130592205938154,91.15512830912621,1,131,1794,49652,235014,185362"
"1,4.880700361298286,16852,13682,22.333571553039533,95.29296271250502,0,215,1245,30534,267675,237141"
"1,4.8599503487856115,39450,6072,23.109094686015013,247.67277547504196,2,181,1057,45522,191317,145795"
"2,3.873433242843161,12551,11707,29.458714123746383,146.18314412686124,2,209,2611,24258,545699,521441"
"0,1.085388080587844,16411,16365,23.295601855871006,158.99879514264646,1,245,1441,32776,353045,320269"
"0,3.9121843816806017,43243,5215,20.30781222093988,198.51236639170278,2,136,2796,48458,380256,331798"
"1,0.6106411240646068,31800,12605,32.39927518253733,197.4133737878869,1,125,1769,44405,221125,176720"
"2,0.5995559818804876,20403,14915,25.4839355150595,66.84421788048144,0,236,1439,35318,339604,304286"
"0,1.9562459861729355,17239,14784,25.30545029871101,257.8851965844164,1,163,2110,32023,343930,311907"
"2,2.698894356820996,16710,7606,24.5371854375189,94.33163830598485,1,171,2704,24316,462384,438068"
"2,3.9668333801350695,31384,13350,34.630599157196315,230.76790901241722,0,247,2225,44734,549575,504841"
"1,3.5748291947292734,31038,19824,22.551731259639222,243.16774703204166,1,205,1484,50862,304220,253358"
"0,2.5065621786953676,32447,9781,33.47357095929853,228.7248835228284,1,185,2087,42228,386095,343867"
"1,1.7313199982674965,12285,8313,31.65204998209832,194.7444116385363,2,152,1836,20598,279072,258474"
"0,4.9870602507097,47991,16033,21.147199332489695,53.65224927722072,0,191,2374,64024,453434,389410"
"0,2.417815860061878,23521,14968,34.80093652251273,140.09387309079267,1,198,1161,38489,229878,191389"
"0,2.5312416094835397,16971,15244,24.07048945308516,201.2098573406453,0,110,532,32215,58520,26305"
"0,1.2363071953625113,39139,12763,21.478743905336184,146.8628239806347,0,130,2316,51902,301080,249178"
"0,4.076642969374682,29909,10939,32.439713511886396,265.86997372820326,1,199,2620,40848,521380,480532"
"2,3.621570016016699,21531,19696,30.600133005165496,127.20056883740384,2,186,2389,41227,444354,403127"
"1,1.4934632575494218,24721,19794,29.258282088168514,123.38369811466511,0,246,1656,44515,407376,362861"
"2,0.8707147052712921,29206,7295,22.339712955483996,116.4994232731645,1,239,560,36501,133840,97339"
"0,3.562246859336209,47711,10685,27.177441743839427,133.19521724019887,0,114,2043,58396,232902,174506"
"1,3.4453004642651086,16530,6696,31.708340403308206,189.3512410785468,2,200,771,23226,154200,130974"
"0,1.729667871491942,21116,16185,24.554359072157602,226.7538235681477,2,128,2793,37301,357504,320203"
"1,4.778886030126847,10258,15661,24.675347427725622,215.64197943469628,2,213,1699,25919,361887,335968"
"2,1.1797605130140512,10282,6946,20.047113590721832,251.9294549953699,1,206,2306,17228,475036,457808"
"1,2.4455066046917087,23937,17001,22.613651024680692,271.4784988743562,1,207,1654,40938,342378,301440"
